iter	MAPE	RMSE
221	0.01153217461	0.2188908271
222	0.01151805877	0.218666174
223	0.01151390898	0.2185729158
224	0.01150947054	0.2184031381
225	0.01150211851	0.218208085
226	0.01149604516	0.2180751511
227	0.01149131801	0.2179236205
228	0.01148164805	0.2177958114
229	0.01146708569	0.2175839614
230	0.01146333256	0.2174978207
231	0.01145840214	0.2173910917
232	0.01144552982	0.2171296412
233	0.01143822649	0.216950617
234	0.01142692662	0.2167969826
235	0.01142289545	0.2166692977
236	0.01141530979	0.2165353032
237	0.01140829144	0.2164193391
238	0.01139736964	0.2162458665
239	0.01138689739	0.2161003182
240	0.01138065443	0.2158933728
241	0.01137567065	0.2157731927
242	0.01137137779	0.2156749143
243	0.01136897103	0.2156136943
244	0.01136165991	0.2154662995
245	0.01135653416	0.2153653644
246	0.01135197368	0.2152042995
247	0.01134715365	0.2151018603
248	0.01134154197	0.2149703953
249	0.01132663614	0.2147927071
250	0.01132192787	0.2147084438
251	0.01131091825	0.2144985447
252	0.01130643304	0.2143994043
253	0.01130149482	0.2142958875
254	0.01128879849	0.2140910459
255	0.01128260934	0.2139741945
256	0.01127924442	0.2138978891
257	0.01127590029	0.2137992086
258	0.01127286428	0.2137175586
259	0.01126182978	0.2135694057
260	0.01124811207	0.2133685148
261	0.01124236123	0.2132603362
262	0.01123616383	0.213161467
263	0.01123250412	0.2130669151
264	0.01122816334	0.2129726269
265	0.01122081316	0.2128450743
266	0.01121733195	0.2127161941
267	0.01121264708	0.212593576
268	0.01120736768	0.2124707741
269	0.01120195821	0.2124015862
270	0.01119967883	0.2123063745
271	0.0111952528	0.2122156418
272	0.01119263422	0.2121325583
273	0.01118919898	0.2120296224
274	0.01118188556	0.2118703915
275	0.01117656288	0.2117968573
276	0.01117021896	0.2117041617
277	0.01116259689	0.2115675638
278	0.01115569653	0.2114551405
279	0.01114134106	0.2112882581
280	0.01113602462	0.2111821257
281	0.01113099189	0.2111089878
282	0.01112674279	0.2110250996
283	0.01112297119	0.2109448811
284	0.0111185224	0.2108549541
285	0.01111439709	0.2107736539
286	0.01110673753	0.210659984
287	0.01110141901	0.2105584749
288	0.01109737263	0.2104830857
289	0.0110910437	0.210396627
290	0.01108913776	0.2103089787
291	0.01108579296	0.2102223885
292	0.0110837844	0.2101544147
293	0.01107808584	0.2100436881
294	0.0110749658	0.2099694176
295	0.01106846026	0.2098260234
296	0.01106196732	0.2096878276
297	0.01105749443	0.2096112378
298	0.01105062305	0.2095215761
299	0.01104771042	0.2094280844
300	0.0110378814	0.2093026851
301	0.01103134693	0.2091451609
302	0.01102742542	0.2090628921
303	0.01102144147	0.2089871513
304	0.01101282308	0.2088753865
305	0.01101072522	0.2088079796
306	0.01100871733	0.2087389076
307	0.01100336796	0.2086610832
308	0.01099921147	0.2085798048
309	0.01099251328	0.2084663948
310	0.01098850019	0.2083740525
311	0.01098312007	0.2082648083
312	0.01097748453	0.208195031
313	0.01097563427	0.2081346334
314	0.01097365288	0.2080718612
315	0.01096929052	0.2079688881
316	0.01095726618	0.2078016343
317	0.01095260432	0.2076803992
318	0.0109493597	0.2075645468
319	0.0109450601	0.2074974554
320	0.01093963511	0.2073986004
321	0.0109337522	0.2073127708
322	0.01092834302	0.2071901165
323	0.0109253718	0.2071446912
324	0.01091957378	0.2070488955
325	0.01091413995	0.2069417081
326	0.01090856889	0.2068488345
327	0.01090567746	0.2067739976
328	0.01090196879	0.2067265717
329	0.01089883715	0.2066187245
330	0.01089611158	0.2065628258
331	0.01088991189	0.2064844369
332	0.01088902455	0.2064356327
333	0.01088462115	0.2063328206
334	0.01087833444	0.2062089167
335	0.01087352967	0.2061070831
336	0.01087050617	0.2060515766
337	0.01086705184	0.2060127113
338	0.01086327902	0.205894991
339	0.01085672267	0.2057845253
340	0.01085099969	0.2057093512
341	0.01084614146	0.2056372466
342	0.01084136255	0.205520955
343	0.01083154994	0.2054073383
344	0.01082651739	0.2053161466
345	0.01082393978	0.2052227821
346	0.01081960643	0.2051641307
347	0.01081727423	0.205089856
348	0.01081158336	0.204969715
349	0.01080865094	0.2049084895
350	0.01080297619	0.2047926463
351	0.01079207312	0.2046177289
352	0.0107890933	0.20448224
353	0.01078545411	0.2044002745
354	0.01078284292	0.2043551728
355	0.01077477788	0.204231826
356	0.01076980052	0.2041228438
357	0.01076001571	0.2039761657
358	0.01075711245	0.2039067107
359	0.0107538556	0.2038424152
360	0.01074874637	0.2037697299
361	0.01074523318	0.2037118801
362	0.0107418611	0.2036001019
363	0.01073960378	0.2035471708
364	0.01073675533	0.2034590612
365	0.01073073265	0.2033534818
366	0.01072597717	0.2032669123
367	0.01072134439	0.2031939187
368	0.01071775995	0.2030898972
369	0.01071411248	0.2030291599
370	0.01070968596	0.2029624799
371	0.01070700957	0.2028929943
372	0.01070519654	0.2028462851
373	0.01069987892	0.2027605441
374	0.01069575188	0.2026657497
375	0.01069358611	0.2026124922
376	0.0106883603	0.2025370554
377	0.01068549374	0.2024458494
378	0.01068417603	0.2023922896
379	0.01068016633	0.2022909497
380	0.01067781572	0.2022158239
381	0.01067451332	0.2021422304
382	0.01067023435	0.2020370432
383	0.01066809174	0.2019791649
384	0.01066628492	0.2018900795
385	0.01066232156	0.2018301229
386	0.01065536673	0.2017451642
387	0.01065324498	0.2016938134
388	0.01064789188	0.2016155361
389	0.01064425746	0.2014874727
390	0.01063723291	0.2014056145
391	0.01063108012	0.2012958867
392	0.01062967759	0.2012295396
393	0.01062827738	0.2011596548
394	0.01062100909	0.2010518935
395	0.01061664803	0.2009460603
396	0.01061333341	0.2008748832
397	0.01060893126	0.2007887607
398	0.01060592977	0.2007211055
399	0.01060355868	0.2006359015
400	0.01060186627	0.2006062861
401	0.0105970265	0.2005268479
402	0.01059395517	0.2004610125
403	0.01058976958	0.2003831441
404	0.01058615509	0.2002858098
405	0.01058108622	0.200193857
406	0.01057745012	0.2001107785
407	0.01057520357	0.200060336
408	0.0105678476	0.199960361
409	0.01056551542	0.1998562706
410	0.01056305179	0.199780855
411	0.0105554606	0.1996855382
412	0.01055328982	0.1996175609
413	0.01054555459	0.1995314749
414	0.01053755347	0.1994303456
415	0.01053487154	0.199365282
416	0.01052984906	0.1992694852
417	0.01052785966	0.199212305
418	0.01052462104	0.199146598
419	0.01052209496	0.1991032344
420	0.01052004362	0.1990553196
421	0.0105153955	0.1989170189
422	0.01051245969	0.1988626222
423	0.01050960639	0.1987941864
424	0.01050613001	0.1987211715
425	0.01050379949	0.1986758645
426	0.01050163916	0.1986351805
427	0.01049727569	0.1985335621
428	0.01049427247	0.1984567777
429	0.01048895853	0.1983394809
430	0.01048521833	0.1982871621
431	0.01048010119	0.1982141752
432	0.0104786468	0.1981768445
433	0.01047574941	0.1981326959
434	0.01047160306	0.198030363
435	0.01046946135	0.1979614279
436	0.01046497888	0.1978832417
437	0.01046201358	0.1978159102
438	0.01045914257	0.1977386937
439	0.01045570126	0.1976272424
440	0.01045128218	0.1975647475
441	0.01044582049	0.1974744009
442	0.01044286622	0.1973733252
443	0.01043904895	0.1972837602
444	0.01043255055	0.1971643705
445	0.01043088785	0.1971114687
446	0.01042992494	0.1970705089
447	0.01042636511	0.1969897045
448	0.01042364071	0.1969102406
449	0.01042177979	0.1968678488
450	0.0104165446	0.1967643876
451	0.01041348474	0.1966953452
452	0.01040866978	0.1966317737
453	0.01040608399	0.1965677224
454	0.01040372684	0.1965294326
455	0.01039761072	0.1964256121
456	0.01039378776	0.1963482828
457	0.01038988747	0.1962890814
458	0.01038798793	0.1962458972
459	0.01038581113	0.1961800621
460	0.01038358743	0.1961324579
461	0.01038143405	0.1960832012
462	0.01037719096	0.1959743384
463	0.01037612368	0.1959353388
464	0.01037168305	0.1958612073
465	0.01036919447	0.1958182903
466	0.01036519109	0.1957452043
467	0.01036295762	0.1956879433
468	0.01036137637	0.195652012
469	0.0103569326	0.1955598181
470	0.01035223845	0.1954335177
471	0.01034911148	0.1953639281
472	0.01034707639	0.1953038444
473	0.01034470878	0.1952501582
474	0.01034254045	0.1951968026
475	0.01033453136	0.1950840365
476	0.01032948886	0.1949935645
477	0.01032444022	0.1949236808
478	0.01032182732	0.1948736737
479	0.01031845391	0.1947871922
480	0.0103153225	0.1947328552
481	0.0103129777	0.1946794699
482	0.0103108445	0.1946394932
483	0.01030601173	0.1945734844
484	0.01030279787	0.1945160597
485	0.01029971046	0.1944519684
486	0.01029716972	0.1943685301
487	0.01029464227	0.1943021315
488	0.01029241427	0.1942388239
489	0.01028643857	0.1941657338
490	0.01028425829	0.1941174775
491	0.01028177666	0.1940594053
492	0.01028026785	0.1940276994
493	0.01027612869	0.1939392924
494	0.01027198442	0.1938742646
495	0.01026830217	0.1938156965
496	0.01026454021	0.1937428812
497	0.01025988256	0.1936858015
498	0.01025798555	0.1936379539
499	0.01025557465	0.1935877299
500	0.01025341615	0.1935277835
501	0.0102511989	0.1934621426
502	0.01024894545	0.1934116877
503	0.01024666176	0.1933447873
504	0.01024193059	0.1932476239
505	0.01023806926	0.1931598117
506	0.01023605465	0.1931151202
507	0.01023394655	0.1930788005
508	0.01023003846	0.1929648041
509	0.01022870555	0.1929353193
510	0.01022536352	0.192890282
511	0.01022225114	0.1928133752
512	0.01021974007	0.1927584159
513	0.01021384595	0.1926704482
514	0.0102127725	0.192626708
515	0.01021005033	0.1925547434
516	0.01020781849	0.1925104899
517	0.01020567473	0.1924435894
518	0.01019991914	0.1923156579
519	0.010196659	0.1922610671
520	0.010194652	0.1922102036
521	0.01019235739	0.1921475287
522	0.01019033927	0.1921107133
523	0.01018888778	0.1920884203
524	0.0101863088	0.1920329677
525	0.01018202835	0.1919632729
526	0.01017781711	0.1918997067
527	0.01017537585	0.1918262362
528	0.01017292826	0.1917853327
529	0.0101704843	0.1917281712
530	0.01016815963	0.1916722093
531	0.01016545137	0.191628673
532	0.01016346246	0.1915756563
533	0.01015951445	0.1914925554
534	0.01015690297	0.191443748
535	0.0101541244	0.1913743614
536	0.01015148961	0.1913077147
537	0.01014783732	0.1912350058
538	0.01014656559	0.1912122676
539	0.01014226914	0.1911243062
540	0.01013588885	0.1910329406
541	0.01013409039	0.1909665853
542	0.01013102411	0.1909034916
543	0.01012930021	0.1908533345
544	0.01012702307	0.1908127192
545	0.01012411204	0.1907085763
546	0.01012064156	0.1906197434
547	0.01011651088	0.190566703
548	0.01011258972	0.1905147729
549	0.01010931214	0.1904637094
550	0.01010680621	0.1903898309
551	0.01010498338	0.190351728
552	0.01010222829	0.1902572941
553	0.01009867062	0.1901752745
554	0.01009473393	0.1900928703
555	0.01009249808	0.1900558268
556	0.01008808013	0.1899871153
557	0.0100865813	0.1899290889
558	0.010083656	0.1898894424
559	0.01008009317	0.1897891862
560	0.01007907572	0.1897681411
561	0.01007560222	0.1896997628
562	0.01007292013	0.1896405086
563	0.01007085091	0.1895908092
564	0.01006817803	0.1895380609
565	0.01006320462	0.1894777188
566	0.0100610403	0.1894298867
567	0.01005874575	0.1893711658
568	0.01005405512	0.1893010386
569	0.01005173772	0.1892479721
570	0.01004898217	0.1891966489
571	0.01004714193	0.1891623974
572	0.01004518919	0.1891150593
573	0.01004116926	0.1890344798
574	0.01003979704	0.1889865893
575	0.01003667519	0.1889177132
576	0.01003457643	0.1888534685
577	0.01003279077	0.1887900544
578	0.0100298452	0.1887425293
579	0.01002747451	0.1886653245
580	0.01002551213	0.1886260044
581	0.01002383829	0.188574302
582	0.01001938332	0.1885184769
583	0.01001774923	0.1884762539
584	0.0100157813	0.1884010931
585	0.0100118839	0.1883440519
586	0.01001017192	0.1882913849
587	0.0100085657	0.1882603315
588	0.01000654149	0.1882126856
589	0.01000141398	0.1881479587
590	0.009994430799	0.188056052
591	0.00999094602	0.1879608633
592	0.009988365806	0.1879106617
593	0.009984089107	0.1878532512
594	0.009979962484	0.1877598941
595	0.009978127799	0.1877086712
596	0.009975358504	0.1876553733
597	0.009972787555	0.1876136423
598	0.009972127708	0.1875908051
599	0.009968839278	0.187532847
600	0.009965532967	0.1874774677
601	0.009961197557	0.1874194999
602	0.00995938222	0.187365849
603	0.009956964941	0.1872708393
604	0.009955702535	0.1872399416
605	0.00995155835	0.1871740978
606	0.009949340141	0.1871118786
607	0.009947717737	0.1870705909
608	0.009944399343	0.1869844803
609	0.00994147252	0.1869123709
610	0.00993933892	0.186862517
611	0.009936876931	0.1867963549
612	0.009934094608	0.1867202015
613	0.009932781292	0.1866880947
614	0.009929814366	0.1866400921
615	0.009928667713	0.1866032676
616	0.009926909566	0.1865567277
617	0.009924804911	0.1865242453
618	0.009921803089	0.1864907781
619	0.009919909993	0.1864631333
620	0.009917775203	0.1864192972
621	0.009915762181	0.1863808253
622	0.009912840148	0.18631899
623	0.00991011827	0.1862537257
624	0.009908243331	0.1862170403
625	0.00990582617	0.1861805545
626	0.009903852618	0.186144475
627	0.009902191046	0.1860962582
628	0.009899311052	0.1860467735
629	0.009898239654	0.1860118106
630	0.009894930978	0.1859473114
631	0.009891826264	0.1859043038
632	0.009889817461	0.1858612722
633	0.009886471571	0.1857900279
634	0.009881803148	0.1857204794
635	0.009880026215	0.1856935886
636	0.009878660496	0.1856519368
637	0.009876253928	0.1856102939
638	0.009874120388	0.1855669996
639	0.009872011813	0.1855014478
640	0.00987012156	0.1854426176
641	0.009867272735	0.1854005617
642	0.009864655164	0.1853271464
643	0.009862786934	0.1852875766
644	0.009859729633	0.1852243249
645	0.009858106601	0.1851952586
646	0.009854463281	0.185111938
647	0.009853718889	0.1850980086
648	0.009851480847	0.1850585079
649	0.009849857921	0.1850108389
650	0.009846837748	0.1849576606
651	0.009843333679	0.1848932235
652	0.009841825738	0.1848545087
653	0.00983876479	0.1847880765
654	0.009837153963	0.184733398
655	0.009835091949	0.1846913128
656	0.009832190136	0.1846428385
657	0.009829720057	0.1845836382
658	0.009827111787	0.1845311664
659	0.009824367048	0.1844831243
660	0.009822076077	0.1844362149
661	0.009819691254	0.1843907618
662	0.009817209566	0.1843653261
663	0.009814342747	0.1842920326
664	0.009812459029	0.1842205736
665	0.009807748079	0.1841657505
666	0.009804024087	0.18411301
667	0.009802434223	0.1840889793
668	0.009800624828	0.1840319704
669	0.009798673201	0.1839829119
670	0.009796475626	0.1839221684
671	0.009793631456	0.1838550936
672	0.009790813961	0.1838132981
673	0.009788616409	0.1837842154
674	0.009786975824	0.1837504655
675	0.009784811496	0.1837067647
676	0.009781508526	0.183630461
677	0.009779133054	0.1835654132
678	0.009774663895	0.1834967041
679	0.009772643355	0.1834616278
680	0.009771432604	0.1834317326
681	0.009769594466	0.1833878291
682	0.009767754191	0.1833419647
683	0.009766136656	0.1833090309
684	0.009764672037	0.1832688609
685	0.009762040557	0.1832102836
686	0.009760458726	0.183157482
687	0.009756113051	0.1830804192
688	0.009754492082	0.1830236307
689	0.009753032035	0.1829623881
690	0.009751058354	0.1829282746
691	0.009745105519	0.1828529586
692	0.009743569861	0.1828122693
693	0.00974079432	0.1827632886
694	0.009738969238	0.1827148399
695	0.009738068031	0.1826919445
696	0.009735583103	0.1826163659
697	0.009731027064	0.1825505599
698	0.009728461314	0.1824922777
699	0.009726096228	0.1824398458
700	0.009724538128	0.1824067742
701	0.009722282882	0.1823644196
702	0.009720613159	0.1823306509
703	0.009719110203	0.1822978268
704	0.009716055094	0.1822310153
705	0.009713260821	0.1821940767
706	0.009712014097	0.1821738649
707	0.009710209857	0.1821320272
708	0.009707451282	0.1820585105
709	0.009704381044	0.1820016919
710	0.009701918285	0.181944358
711	0.009699202917	0.1818989751
712	0.009696836688	0.1818433009
713	0.009695522703	0.1818008994
714	0.009693930216	0.1817513003
715	0.009692373858	0.1817196818
716	0.009689660326	0.1816564042
717	0.009688765007	0.1816304636
718	0.009686435654	0.1815886119
719	0.009683560861	0.1815376367
720	0.009681736809	0.181503421
721	0.009679623599	0.1814558048
722	0.009677563062	0.1814089514
723	0.009672191652	0.1813397118
724	0.009670098238	0.1812779751
725	0.009669356596	0.1812480708
726	0.009666495861	0.18119112
727	0.009663262448	0.1811144452
728	0.009661470763	0.1810773142
729	0.009659152568	0.1810330745
730	0.009657192402	0.1809998664
731	0.009654446372	0.1809385179
732	0.009652184147	0.1808724244
733	0.009651187823	0.1808433691
734	0.009647308508	0.1807645367
735	0.009645837905	0.1807286602
736	0.00964325245	0.1806697084
737	0.009639723496	0.1806176881
738	0.009636097863	0.1805666717
739	0.009633587529	0.1805140556
740	0.009631116553	0.1804559818
741	0.009628062133	0.1804109045
742	0.009623498646	0.1803471492
743	0.009622666399	0.1803206837
744	0.009622035208	0.180309255
745	0.009620469587	0.1802838223
746	0.009618991546	0.18025712
747	0.009614243468	0.1801956465
748	0.009612014645	0.1801520914
749	0.009608590859	0.1801073221
750	0.009607585679	0.1800772967
751	0.009605625131	0.1800393742
752	0.009601154074	0.1799893087
753	0.009600048364	0.1799563448
754	0.009598609898	0.179929319
755	0.009597008958	0.1798942459
756	0.009595126454	0.1798634048
757	0.009592519367	0.1798084603
758	0.00959110862	0.1797579528
759	0.009587266787	0.1796996562
760	0.009585159415	0.1796562113
761	0.009582476904	0.1796078339
762	0.009579983284	0.1795744591
763	0.009578047077	0.1795190792
764	0.009576349331	0.1794773409
765	0.009574824562	0.1794444799
766	0.009572401981	0.1793771345
767	0.009570711087	0.1793163063
768	0.009568565742	0.1792778525
769	0.009566286927	0.1792197681
770	0.009564700844	0.179167334
771	0.009563112297	0.1791349107
772	0.009561486156	0.1791027203
773	0.009559507344	0.1790504303
774	0.009557463264	0.1789965626
775	0.009555513786	0.1789546473
776	0.009551797407	0.1789109424
777	0.009550406534	0.1788776381
778	0.009548165393	0.1788189772
779	0.009544562462	0.1787773097
780	0.00954293389	0.1787333722
781	0.009540305793	0.1786871879
782	0.009535559185	0.1786160694
783	0.00953350149	0.1785899012
784	0.009532372682	0.1785556662
785	0.009528997819	0.1784830526
786	0.009525970562	0.1784340584
787	0.009524709921	0.1784009826
788	0.00952206455	0.1783572477
789	0.009520049167	0.1783097288
790	0.009518856202	0.1782781672
791	0.009517247576	0.1782351214
792	0.009515863396	0.1782086128
793	0.00951332565	0.1781455921
794	0.009511725535	0.1781107129
795	0.009510146942	0.1780693198
796	0.009507868195	0.1780133383
797	0.009506261798	0.1779818666
798	0.0095050417	0.1779519886
799	0.009502623264	0.1778987615
800	0.00950009897	0.1778367833
801	0.009498703124	0.1777972647
802	0.009496368011	0.1777524529
803	0.009494575305	0.1777041578
804	0.009492308948	0.1776668522
805	0.009490757288	0.177614737
806	0.009488462262	0.1775870754
807	0.009486741432	0.1775434756
808	0.009484402494	0.1775094808
809	0.009483307631	0.1774895859
810	0.00948051414	0.1774348105
811	0.009478117317	0.1774034786
812	0.009476557101	0.1773674023
813	0.009474837993	0.1773200937
814	0.009473185769	0.1772771023
815	0.009471833344	0.1772190649
816	0.009470993009	0.1771916243
817	0.009469274185	0.1771412694
818	0.00946654814	0.1770775281
819	0.009465583898	0.1770509246
820	0.009463347369	0.1770093075
821	0.009461294981	0.1769669395
822	0.009459967118	0.176929265
823	0.009458121321	0.1768770625
824	0.00945591403	0.1768184316
825	0.00945442125	0.176772543
826	0.009452785108	0.1767424226
827	0.00945067704	0.1766883839
828	0.009448151598	0.1766460155
829	0.009447225466	0.1766235875
830	0.009445957896	0.1765957987
831	0.00944384289	0.1765446739
832	0.009442976572	0.1765119497
833	0.00944159237	0.1764759086
834	0.009439165496	0.1764365722
835	0.009436392863	0.1763900565
836	0.009435067358	0.1763568726
837	0.00943400757	0.1763395522
838	0.0094326353	0.1763060137
839	0.009429305858	0.1762444125
840	0.009427983976	0.1762080276
841	0.00942690402	0.176172033
842	0.009424226987	0.1761208052
843	0.009422890198	0.1760877871
844	0.009420951311	0.1760538586
845	0.009418675417	0.1759827428
846	0.009416710653	0.1759465199
847	0.009415647531	0.1759204483
848	0.009413989216	0.1758992801
849	0.009413048063	0.1758755409
850	0.009411715462	0.175841937
851	0.009410249401	0.1758145722
852	0.009407482417	0.1757509635
853	0.009405954468	0.175713279
854	0.009403108392	0.1756356621
855	0.009400029855	0.1755897383
856	0.009397718106	0.1755574247
857	0.009394121673	0.1754792846
858	0.009392797932	0.1754524085
859	0.009390918234	0.1754251391
860	0.009390041807	0.1753985218
861	0.009388047421	0.1753571124
862	0.009384969415	0.1753158311
863	0.009383425668	0.1752805621
864	0.009382638235	0.1752548718
865	0.009380278729	0.175200637
866	0.009379302845	0.1751689647
867	0.009377490691	0.1751234659
868	0.009375703271	0.1750933076
869	0.009373860813	0.1750454625
870	0.00937216139	0.1749977791
871	0.009370952418	0.1749728808
872	0.009368619597	0.1749264302
873	0.009365639584	0.1748801331
874	0.009363074904	0.1748371019
875	0.00936066151	0.1747806584
876	0.009358200103	0.1747440737
877	0.009355342935	0.1747010273
