iter	Passed	Remaining
1672	12066	16784
1673	12073	16775
1674	12079	16767
1675	12086	16759
1676	12092	16750
1677	12099	16742
1678	12106	16735
1679	12112	16727
1680	12119	16719
1681	12130	16717
1682	12138	16711
1683	12144	16702
1684	12150	16693
1685	12156	16684
1686	12164	16677
1687	12169	16668
1688	12175	16659
1689	12181	16650
1690	12187	16642
1691	12193	16633
1692	12199	16624
1693	12206	16616
1694	12212	16608
1695	12219	16599
1696	12227	16594
1697	12234	16585
1698	12240	16577
1699	12248	16571
1700	12253	16561
1701	12261	16555
1702	12268	16547
1703	12275	16539
1704	12280	16530
1705	12286	16521
1706	12293	16513
1707	12299	16504
1708	12305	16496
1709	12311	16486
1710	12316	16477
1711	12323	16469
1712	12329	16460
1713	12335	16452
1714	12341	16443
1715	12347	16433
1716	12353	16425
1717	12359	16417
1718	12366	16409
1719	12374	16403
1720	12380	16394
1721	12386	16385
1722	12393	16378
1723	12419	16396
1724	12487	16469
1725	12495	16462
1726	12503	16456
1727	12517	16458
1728	12524	16450
1729	12532	16444
1730	12542	16440
1731	12548	16432
1732	12557	16426
1733	12564	16419
1734	12575	16417
1735	12583	16411
1736	12590	16402
1737	12598	16396
1738	12605	16389
1739	12612	16381
1740	12620	16375
1741	12627	16367
1742	12633	16359
1743	12640	16351
1744	12646	16343
1745	12653	16334
1746	12663	16330
1747	12670	16323
1748	12678	16317
1749	12685	16309
1750	12691	16301
1751	12700	16295
1752	12707	16288
1753	12713	16280
1754	12719	16271
1755	12727	16264
1756	12734	16257
1757	12741	16248
1758	12749	16242
1759	12760	16241
1760	12767	16233
1761	12776	16228
1762	12784	16222
1763	12793	16216
1764	12799	16207
1765	12807	16201
1766	12815	16194
1767	12823	16188
1768	12830	16181
1769	12838	16174
1770	12845	16167
1771	12854	16161
1772	12861	16154
1773	12867	16146
1774	12874	16138
1775	12882	16132
1776	12890	16125
1777	12898	16118
1778	12904	16111
1779	12912	16104
1780	12921	16099
1781	12933	16098
1782	12940	16090
1783	12948	16084
1784	12955	16076
1785	12964	16071
1786	12971	16064
1787	12980	16058
1788	12988	16052
1789	12998	16048
1790	13005	16041
1791	13013	16034
1792	13022	16028
1793	13030	16023
1794	13039	16017
1795	13046	16010
1796	13053	16002
1797	13060	15995
1798	13067	15987
1799	13075	15981
1800	13082	15973
1801	13089	15966
1802	13096	15958
1803	13103	15950
1804	13117	15951
1805	13124	15943
1806	13130	15935
1807	13137	15927
1808	13143	15919
1809	13149	15910
1810	13155	15901
1811	13162	15894
1812	13169	15886
1813	13177	15879
1814	13184	15872
1815	13191	15865
1816	13198	15857
1817	13205	15849
1818	13211	15840
1819	13217	15831
1820	13224	15824
1821	13232	15817
1822	13238	15809
1823	13245	15801
1824	13252	15793
1825	13260	15787
1826	13269	15782
1827	13277	15776
1828	13284	15768
1829	13291	15760
1830	13297	15752
1831	13304	15744
1832	13310	15736
1833	13316	15727
1834	13324	15721
1835	13331	15713
1836	13338	15705
1837	13347	15699
1838	13354	15692
1839	13361	15685
1840	13369	15679
1841	13377	15672
1842	13389	15671
1843	13401	15669
1844	13410	15663
1845	13421	15661
1846	13430	15655
1847	13437	15648
1848	13445	15641
1849	13453	15635
1850	13463	15630
1851	13517	15677
1852	13714	15890
1853	13725	15887
1854	13737	15884
1855	13748	15881
1856	13756	15875
1857	13763	15867
1858	13772	15861
1859	13781	15855
1860	13790	15850
1861	13799	15845
1862	13808	15838
1863	13817	15833
1864	13826	15827
1865	13834	15821
1866	13841	15814
1867	13850	15808
1868	13858	15801
1869	13867	15795
1870	13874	15788
1871	13882	15780
1872	13889	15773
1873	13898	15767
1874	13904	15758
1875	13911	15750
1876	13919	15743
1877	13927	15736
1878	13934	15729
1879	13942	15722
1880	13949	15714
1881	13956	15706
1882	13962	15698
1883	13969	15689
1884	13976	15681
1885	13983	15673
1886	13991	15667
1887	13998	15659
1888	14009	15655
1889	14015	15647
1890	14026	15643
1891	14037	15639
1892	14051	15639
1893	14062	15636
1894	14074	15634
1895	14090	15635
1896	14099	15630
1897	14111	15628
1898	14122	15624
1899	14133	15620
1900	14144	15617
1901	14156	15615
1902	14166	15610
1903	14176	15605
1904	14184	15599
1905	14192	15592
1906	14198	15583
1907	14206	15576
1908	14213	15568
1909	14220	15560
1910	14227	15552
1911	14234	15544
1912	14242	15538
1913	14249	15529
1914	14256	15521
1915	14262	15512
1916	14269	15505
1917	14276	15496
1918	14282	15488
1919	14289	15480
1920	14296	15472
1921	14303	15464
1922	14310	15456
1923	14317	15448
1924	14323	15439
1925	14330	15431
1926	14337	15423
1927	14344	15415
1928	14354	15410
1929	14362	15404
1930	14369	15395
1931	14377	15389
1932	14386	15383
1933	14395	15378
1934	14403	15371
1935	14412	15364
1936	14421	15359
1937	14430	15353
1938	14438	15346
1939	14450	15343
1940	14466	15346
1941	14480	15345
1942	14493	15344
1943	14504	15340
1944	14516	15337
1945	14530	15336
1946	14538	15329
1947	14544	15321
1948	14551	15312
1949	14557	15304
1950	14564	15296
1951	14573	15289
1952	14580	15282
1953	14588	15275
1954	14595	15267
1955	14601	15258
1956	14609	15251
1957	14615	15242
1958	14621	15233
1959	14629	15227
1960	14637	15219
1961	14643	15210
1962	14649	15201
1963	14656	15194
1964	14662	15185
1965	14669	15176
1966	14676	15168
1967	14683	15160
1968	14690	15152
1969	14697	15145
1970	14782	15217
1971	14813	15233
1972	14824	15229
1973	14849	15240
1974	14860	15236
1975	14869	15230
1976	14883	15230
1977	14889	15221
1978	14900	15216
1979	14908	15209
1980	14918	15204
1981	14926	15197
1982	14936	15192
1983	14943	15184
1984	14951	15177
1985	14958	15169
1986	14968	15164
1987	14976	15157
1988	14982	15148
1989	14988	15139
1990	14995	15130
1991	15002	15122
1992	15008	15113
1993	15014	15104
1994	15021	15096
1995	15026	15086
1996	15032	15077
1997	15038	15068
1998	15045	15061
1999	15052	15052
2000	15058	15043
2001	15065	15035
2002	15072	15027
2003	15079	15019
2004	15085	15010
2005	15091	15001
2006	15098	14992
2007	15104	14984
2008	15111	14975
2009	15117	14967
2010	15124	14958
2011	15130	14950
2012	15138	14943
2013	15145	14934
2014	15151	14926
2015	15158	14918
2016	15165	14909
2017	15172	14901
2018	15179	14893
2019	15186	14885
2020	15192	14876
2021	15199	14868
2022	15205	14859
2023	15211	14851
2024	15218	14842
2025	15226	14835
2026	15234	14828
2027	15243	14822
2028	15253	14817
2029	15261	14810
2030	15272	14806
2031	15280	14798
2032	15288	14791
2033	15296	14785
2034	15304	14777
2035	15314	14772
2036	15323	14767
2037	15331	14759
2038	15338	14751
2039	15344	14743
2040	15352	14735
2041	15359	14728
2042	15366	14719
2043	15375	14713
2044	15386	14709
2045	15394	14702
2046	15403	14695
2047	15411	14689
2048	15420	14683
2049	15429	14677
2050	15439	14671
2051	15447	14664
2052	15455	14657
2053	15464	14651
2054	15473	14644
2055	15482	14639
2056	15492	14633
2057	15500	14626
2058	15508	14620
2059	15516	14612
2060	15522	14603
2061	15529	14595
2062	15535	14586
2063	15541	14577
2064	15548	14570
2065	15556	14562
2066	15562	14553
2067	15569	14545
2068	15575	14536
2069	15581	14527
2070	15588	14519
2071	15596	14512
2072	15603	14504
2073	15610	14496
2074	15616	14487
2075	15623	14479
2076	15629	14470
2077	15636	14462
2078	15642	14453
2079	15648	14444
2080	15654	14435
2081	15661	14427
2082	15667	14418
2083	15673	14410
2084	15679	14400
2085	15685	14392
2086	15691	14383
2087	15697	14374
2088	15703	14365
2089	15710	14357
2090	15716	14348
2091	15721	14339
2092	15728	14330
2093	15734	14321
2094	15740	14312
2095	15746	14303
2096	15752	14295
2097	15759	14286
2098	15765	14277
2099	15771	14269
2100	15779	14262
2101	15786	14254
2102	15793	14246
2103	15897	14326
2104	15905	14318
2105	15913	14311
2106	15921	14304
2107	15930	14298
2108	15940	14292
2109	15945	14283
2110	15952	14274
2111	15957	14265
2112	15963	14255
2113	15969	14246
2114	15974	14237
2115	15979	14227
2116	15984	14217
2117	15991	14209
2118	15998	14201
2119	16004	14192
2120	16011	14184
2121	16017	14175
2122	16023	14166
2123	16028	14157
2124	16034	14148
2125	16042	14140
2126	16048	14132
2127	16053	14122
2128	16058	14112
2129	16065	14104
2130	16070	14094
2131	16076	14085
2132	16081	14075
2133	16086	14066
2134	16091	14056
2135	16096	14046
2136	16101	14037
2137	16107	14028
2138	16113	14019
2139	16118	14009
2140	16124	14000
2141	16130	13991
2142	16135	13982
2143	16141	13972
2144	16146	13963
2145	16151	13954
2146	16156	13944
2147	16162	13935
2148	16168	13926
2149	16174	13917
2150	16179	13908
2151	16185	13898
2152	16190	13889
2153	16196	13880
2154	16202	13871
2155	16208	13862
2156	16213	13853
2157	16219	13844
2158	16224	13834
2159	16230	13826
2160	16236	13817
2161	16242	13808
2162	16247	13798
2163	16253	13789
2164	16259	13780
2165	16264	13771
2166	16270	13762
2167	16275	13753
2168	16281	13744
2169	16287	13735
2170	16294	13727
2171	16301	13719
2172	16307	13710
2173	16312	13701
2174	16318	13692
2175	16325	13684
2176	16333	13677
2177	16340	13669
2178	16347	13661
2179	16355	13654
2180	16364	13648
2181	16373	13642
2182	16381	13634
2183	16388	13626
2184	16395	13618
2185	16401	13610
2186	16409	13603
2187	16419	13597
2188	16428	13591
2189	16436	13584
2190	16443	13576
2191	16450	13568
2192	16457	13561
2193	16464	13553
2194	16471	13544
2195	16478	13537
2196	16487	13531
2197	16494	13522
2198	16500	13514
2199	16508	13506
2200	16516	13499
2201	16522	13491
2202	16529	13483
2203	16536	13475
2204	16543	13467
2205	16552	13460
2206	16559	13453
2207	16567	13445
2208	16574	13438
2209	16581	13430
2210	16589	13423
2211	16597	13416
2212	16605	13409
2213	16614	13402
2214	16622	13395
2215	16630	13388
2216	16638	13381
2217	16646	13374
2218	16654	13367
2219	16661	13359
2220	16669	13351
2221	16676	13344
2222	16685	13337
2223	16692	13329
2224	16699	13321
2225	16707	13314
2226	16714	13306
2227	16721	13299
2228	16728	13291
2229	16736	13283
2230	16744	13277
2231	16751	13269
2232	16758	13260
2233	16764	13252
2234	16771	13244
2235	16778	13236
2236	16785	13229
2237	16792	13220
2238	16799	13213
2239	16807	13205
2240	16814	13197
2241	16820	13189
2242	16827	13181
2243	16833	13172
2244	16841	13165
2245	16851	13160
2246	16858	13152
2247	16865	13143
2248	16871	13135
2249	16876	13126
2250	16883	13118
2251	16890	13110
2252	16996	13179
2253	17005	13173
2254	17014	13166
2255	17024	13160
2256	17034	13154
2257	17041	13146
2258	17049	13139
2259	17058	13133
2260	17066	13126
2261	17074	13119
2262	17081	13111
2263	17087	13102
2264	17092	13092
2265	17099	13085
2266	17106	13076
2267	17112	13068
2268	17118	13059
2269	17125	13051
2270	17130	13042
2271	17137	13034
2272	17143	13025
2273	17149	13016
2274	17156	13008
2275	17161	12999
2276	17167	12990
2277	17175	12983
2278	17179	12973
2279	17186	12965
2280	17192	12956
2281	17198	12948
2282	17206	12940
2283	17214	12933
2284	17222	12926
2285	17228	12917
2286	17235	12909
2287	17242	12901
2288	17248	12892
2289	17254	12884
2290	17260	12875
2291	17267	12867
2292	17273	12858
2293	17278	12849
2294	17284	12841
2295	17291	12832
2296	17297	12824
2297	17304	12816
2298	17310	12807
2299	17316	12799
2300	17323	12791
2301	17329	12782
2302	17335	12774
2303	17343	12766
2304	17349	12757
2305	17355	12749
2306	17362	12741
2307	17370	12734
2308	17376	12725
2309	17382	12716
2310	17389	12709
2311	17395	12700
2312	17403	12693
2313	17410	12685
2314	17417	12677
2315	17423	12668
2316	17429	12660
2317	17437	12652
2318	17444	12645
2319	17452	12638
2320	17461	12631
2321	17471	12625
2322	17487	12624
2323	17527	12640
2324	17536	12633
2325	17544	12626
2326	17563	12626
2327	17568	12617
2328	17574	12609
2329	17579	12600
2330	17585	12591
2331	17591	12582
2332	17596	12573
2333	17601	12564
2334	17607	12555
2335	17613	12546
2336	17619	12537
2337	17625	12529
2338	17630	12519
2339	17636	12511
2340	17641	12502
2341	17647	12493
2342	17652	12484
2343	17658	12475
2344	17663	12465
2345	17668	12456
2346	17674	12448
2347	17680	12439
2348	17685	12430
2349	17691	12421
2350	17696	12412
2351	17702	12403
2352	17707	12394
2353	17713	12385
2354	17720	12377
2355	17727	12369
2356	17734	12362
2357	17741	12354
2358	17747	12345
2359	17756	12339
2360	17764	12331
2361	17772	12324
2362	17780	12317
2363	17787	12309
2364	17796	12303
2365	17804	12296
2366	17814	12290
2367	17821	12282
2368	17832	12277
2369	17842	12271
2370	17849	12263
2371	17856	12255
2372	17865	12248
2373	17873	12241
2374	17880	12234
2375	17889	12227
2376	17896	12219
2377	17905	12212
2378	17912	12205
2379	17920	12197
2380	17927	12190
2381	17935	12183
2382	17943	12175
2383	17950	12167
2384	17958	12160
2385	17964	12152
2386	17971	12143
2387	17977	12135
2388	17985	12128
2389	18038	12151
2390	18114	12189
2391	18125	12184
2392	18133	12177
2393	18141	12170
2394	18152	12165
2395	18160	12157
2396	18168	12150
2397	18179	12144
2398	18187	12137
2399	18195	12130
2400	18201	12121
2401	18208	12113
2402	18216	12106
2403	18223	12098
2404	18231	12091
2405	18241	12084
2406	18247	12076
2407	18254	12068
2408	18261	12060
2409	18268	12052
2410	18277	12045
2411	18286	12039
2412	18293	12031
2413	18302	12024
2414	18309	12016
2415	18317	12009
2416	18324	12001
2417	18333	11994
2418	18339	11986
2419	18346	11978
2420	18353	11970
2421	18361	11962
2422	18370	11956
2423	18377	11948
2424	18385	11940
2425	18393	11933
2426	18400	11925
2427	18406	11917
2428	18413	11909
2429	18419	11900
2430	18426	11892
2431	18432	11884
2432	18439	11876
2433	18448	11869
2434	18455	11861
2435	18462	11853
2436	18468	11845
2437	18474	11836
2438	18481	11828
2439	18487	11820
2440	18493	11811
2441	18500	11803
2442	18505	11794
2443	18511	11785
2444	18518	11777
2445	18525	11769
2446	18531	11761
2447	18537	11752
2448	18545	11745
2449	18552	11737
2450	18560	11730
2451	18569	11723
2452	18578	11716
2453	18587	11710
2454	18603	11707
2455	18611	11700
2456	18618	11692
2457	18626	11685
2458	18633	11677
2459	18640	11669
2460	18647	11661
2461	18654	11653
2462	18661	11645
2463	18668	11637
2464	18675	11629
2465	18681	11621
2466	18689	11613
2467	18696	11605
2468	18704	11598
2469	18711	11590
2470	18718	11582
2471	18726	11575
2472	18733	11567
2473	18740	11559
2474	18746	11550
2475	18753	11542
2476	18760	11535
2477	18766	11526
2478	18773	11518
2479	18780	11510
2480	18787	11502
2481	18794	11494
2482	18804	11488
2483	18812	11481
2484	18820	11474
2485	18828	11466
2486	18834	11458
2487	18841	11450
2488	18849	11442
2489	18855	11434
2490	18863	11426
2491	18868	11418
2492	18875	11409
2493	18881	11401
2494	18887	11393
2495	18894	11384
2496	18900	11376
2497	18906	11367
2498	18912	11359
2499	18918	11351
2500	18925	11342
2501	18931	11334
2502	18938	11326
2503	18944	11318
2504	18950	11309
2505	18957	11301
2506	18964	11293
2507	18970	11285
2508	18985	11282
2509	18993	11275
2510	18999	11266
2511	19006	11258
2512	19018	11253
2513	19024	11245
2514	19031	11237
2515	19038	11229
2516	19045	11221
2517	19051	11213
2518	19058	11205
2519	19065	11197
2520	19071	11188
2521	19079	11181
2522	19088	11174
2523	19096	11167
2524	19126	11173
2525	19352	11292
2526	19397	11307
2527	19407	11300
2528	19418	11294
2529	19444	11297
2530	19455	11291
2531	19464	11285
2532	19473	11278
2533	19485	11272
2534	19493	11265
2535	19502	11258
2536	19509	11250
2537	19518	11243
2538	19526	11236
2539	19535	11228
2540	19544	11222
2541	19553	11214
2542	19562	11208
2543	19570	11200
2544	19579	11193
2545	19588	11186
2546	19597	11180
2547	19606	11172
2548	19615	11165
2549	19623	11158
2550	19631	11151
2551	19643	11145
2552	19652	11138
2553	19662	11132
2554	19673	11126
2555	19681	11118
2556	19690	11112
2557	19700	11105
2558	19708	11098
2559	19719	11092
2560	19727	11084
2561	19738	11078
2562	19746	11071
2563	19755	11064
2564	19764	11057
2565	19772	11049
2566	19781	11042
2567	19794	11037
2568	19802	11030
2569	19810	11022
2570	19818	11015
2571	19826	11007
2572	19836	11001
2573	19846	10994
2574	19858	10989
2575	19870	10984
2576	19879	10977
2577	19888	10970
2578	19898	10964
2579	19907	10956
2580	19916	10949
2581	19924	10942
2582	19933	10935
2583	19942	10928
2584	19951	10921
2585	19958	10913
2586	19969	10907
2587	19977	10899
2588	19985	10891
2589	19993	10884
2590	20002	10877
2591	20011	10870
2592	20018	10862
2593	20026	10854
2594	20034	10847
2595	20042	10839
2596	20051	10832
2597	20060	10825
2598	20069	10818
2599	20077	10811
2600	20084	10803
2601	20092	10795
2602	20099	10787
2603	20105	10778
2604	20112	10770
2605	20119	10762
2606	20126	10754
2607	20132	10745
2608	20138	10737
2609	20145	10728
2610	20152	10720
2611	20159	10712
2612	20165	10704
2613	20171	10695
2614	20178	10687
2615	20185	10679
2616	20191	10670
2617	20198	10662
2618	20205	10654
2619	20210	10645
2620	20217	10637
2621	20224	10628
2622	20230	10620
2623	20236	10611
2624	20243	10603
2625	20249	10595
2626	20255	10586
2627	20261	10577
2628	20267	10569
2629	20274	10561
2630	20282	10553
2631	20288	10545
2632	20295	10537
2633	20302	10528
2634	20308	10520
2635	20314	10511
2636	20321	10503
2637	20327	10495
2638	20336	10487
2639	20347	10481
2640	20355	10474
2641	20361	10466
2642	20370	10458
2643	20379	10451
2644	20470	10486
2645	20527	10504
2646	20537	10497
2647	20546	10490
2648	20557	10484
2649	20574	10481
2650	20584	10474
2651	20591	10466
2652	20600	10459
2653	20606	10450
2654	20613	10442
2655	20621	10434
2656	20628	10426
2657	20635	10418
2658	20641	10410
2659	20649	10402
2660	20656	10394
2661	20666	10387
2662	20674	10380
2663	20684	10373
2664	20692	10365
2665	20700	10357
2666	20710	10351
2667	20717	10343
2668	20724	10335
2669	20732	10327
2670	20740	10319
2671	20749	10312
2672	20763	10307
2673	20771	10300
2674	20778	10292
2675	20786	10284
2676	20793	10276
2677	20800	10268
2678	20809	10261
2679	20817	10253
2680	20825	10245
2681	20834	10238
2682	20842	10231
2683	20854	10225
2684	20862	10217
2685	20874	10211
2686	20936	10230
2687	20970	10235
2688	20984	10230
2689	20996	10225
2690	21007	10218
2691	21018	10212
2692	21029	10206
2693	21044	10201
2694	21054	10195
2695	21063	10187
2696	21073	10181
2697	21081	10173
2698	21089	10165
2699	21098	10158
2700	21106	10150
2701	21114	10143
2702	21123	10135
2703	21132	10128
2704	21141	10121
2705	21149	10113
2706	21163	10108
2707	21175	10103
2708	21183	10095
2709	21196	10089
2710	21203	10081
2711	21210	10073
2712	21222	10067
2713	21232	10060
2714	21247	10056
2715	21258	10049
2716	21271	10044
2717	21285	10039
2718	21297	10033
2719	21308	10027
2720	21319	10020
2721	21335	10017
2722	21350	10012
2723	21364	10007
2724	21376	10001
2725	21388	9996
2726	21404	9991
2727	21413	9984
2728	21426	9978
2729	21436	9972
2730	21447	9966
2731	21458	9959
2732	21469	9953
2733	21478	9945
2734	21489	9939
2735	21496	9931
2736	21506	9924
2737	21561	9938
2738	21664	9973
2739	21683	9971
2740	21700	9967
2741	21715	9962
2742	21727	9956
2743	21742	9952
2744	21750	9944
2745	21758	9936
2746	21766	9928
2747	21774	9920
2748	21782	9912
2749	21790	9904
2750	21799	9897
2751	21807	9889
2752	21814	9881
2753	21821	9872
2754	21829	9864
2755	21836	9856
2756	21844	9848
2757	21852	9840
2758	21860	9832
2759	21867	9824
2760	21875	9816
2761	21882	9808
2762	21889	9800
2763	21896	9791
2764	21903	9783
2765	21912	9775
2766	21919	9767
2767	21927	9759
2768	21934	9751
2769	21941	9743
2770	21948	9734
2771	21955	9726
2772	21962	9717
2773	21968	9709
2774	21976	9701
2775	21984	9693
2776	21992	9685
2777	21997	9676
2778	22005	9668
2779	22013	9660
2780	22019	9652
2781	22028	9644
2782	22036	9636
2783	22045	9628
2784	22052	9620
2785	22060	9612
2786	22069	9605
2787	22078	9598
2788	22084	9589
2789	22091	9581
2790	22099	9572
2791	22108	9565
2792	22116	9557
2793	22124	9549
2794	22132	9541
2795	22139	9533
2796	22146	9525
2797	22155	9517
2798	22163	9509
2799	22173	9502
2800	22180	9494
2801	22189	9487
2802	22197	9479
2803	22208	9472
2804	22215	9464
2805	22224	9457
2806	22232	9448
2807	22243	9442
2808	22252	9435
2809	22260	9426
2810	22270	9419
2811	22278	9412
2812	22289	9405
2813	22298	9397
2814	22309	9391
2815	22320	9384
2816	22329	9377
2817	22338	9369
2818	22346	9361
2819	22356	9354
2820	22365	9347
2821	22379	9342
2822	22387	9333
2823	22397	9326
2824	22406	9319
2825	22415	9312
2826	22424	9304
2827	22433	9297
2828	22442	9289
2829	22450	9281
2830	22460	9274
2831	22468	9266
2832	22477	9259
2833	22491	9253
2834	22499	9245
2835	22507	9237
2836	22514	9229
2837	22519	9220
2838	22530	9213
2839	22536	9205
2840	22543	9196
2841	22550	9188
2842	22556	9179
2843	22563	9171
2844	22569	9162
2845	22576	9154
2846	22583	9146
2847	22589	9137
2848	22595	9128
2849	22602	9120
2850	22610	9112
2851	22616	9103
2852	22622	9094
2853	22630	9086
2854	22636	9078
2855	22642	9069
2856	22650	9061
2857	22658	9053
2858	22755	9081
2859	22815	9094
2860	22825	9086
2861	22836	9080
2862	22846	9073
2863	22858	9066
2864	22868	9059
2865	22875	9051
2866	22886	9044
2867	22895	9036
2868	22904	9029
2869	22911	9020
2870	22920	9013
2871	22927	9005
2872	22935	8997
2873	22943	8988
2874	22951	8981
2875	22958	8972
2876	22967	8965
2877	22974	8956
2878	22981	8948
2879	22988	8940
2880	22996	8931
2881	23004	8923
2882	23012	8915
2883	23018	8907
2884	23025	8898
2885	23033	8890
2886	23040	8882
2887	23048	8874
2888	23056	8866
2889	23065	8859
2890	23076	8852
2891	23086	8845
2892	23096	8837
2893	23106	8830
2894	23115	8823
2895	23126	8816
2896	23141	8810
2897	23153	8804
2898	23163	8797
2899	23173	8790
2900	23182	8782
2901	23190	8774
2902	23199	8766
2903	23205	8758
2904	23213	8749
2905	23222	8742
2906	23231	8734
2907	23241	8727
2908	23252	8720
2909	23261	8713
2910	23270	8705
2911	23280	8698
2912	23294	8692
2913	23310	8687
2914	23320	8680
2915	23330	8672
2916	23339	8665
2917	23350	8658
2918	23364	8652
2919	23374	8645
2920	23383	8637
2921	23394	8630
2922	23404	8623
2923	23413	8616
2924	23425	8609
2925	23436	8602
2926	23444	8594
2927	23454	8587
2928	23465	8580
2929	23479	8574
2930	23489	8566
2931	23505	8561
2932	23519	8556
2933	23530	8549
2934	23540	8541
2935	23552	8535
2936	23564	8528
2937	23574	8521
2938	23586	8514
2939	23595	8507
2940	23607	8500
2941	23619	8494
2942	23630	8487
2943	23641	8480
2944	23651	8472
2945	23661	8465
2946	23671	8458
2947	23684	8451
2948	23694	8444
2949	23704	8437
2950	23715	8430
2951	23726	8423
2952	23736	8415
2953	23746	8408
2954	23756	8401
2955	23765	8393
2956	23776	8386
2957	23785	8378
2958	23795	8371
2959	23824	8370
2960	24075	8448
2961	24128	8455
2962	24138	8448
2963	24148	8440
2964	24156	8432
2965	24167	8425
2966	24177	8417
2967	24191	8411
2968	24202	8404
2969	24214	8397
2970	24224	8389
2971	24234	8382
2972	24242	8374
2973	24251	8366
2974	24259	8358
2975	24269	8350
2976	24279	8343
2977	24288	8335
2978	24296	8327
2979	24303	8318
2980	24309	8309
2981	24316	8301
2982	24323	8292
2983	24331	8284
2984	24339	8276
2985	24346	8267
2986	24353	8258
2987	24359	8250
2988	24367	8241
2989	24373	8233
2990	24381	8224
2991	24387	8216
2992	24393	8207
2993	24401	8199
2994	24410	8191
2995	24417	8182
2996	24423	8173
2997	24430	8165
2998	24436	8156
2999	24443	8147
3000	24450	8139
3001	24457	8130
3002	24465	8122
3003	24471	8113
3004	24479	8105
3005	24485	8096
3006	24491	8087
3007	24498	8079
3008	24505	8070
3009	24512	8062
3010	24518	8053
3011	24525	8044
3012	24533	8036
3013	24539	8027
3014	24546	8019
3015	24552	8010
3016	24560	8002
3017	24566	7993
3018	24573	7984
3019	24579	7976
3020	24585	7967
3021	24591	7958
3022	24598	7949
3023	24605	7941
3024	24612	7933
3025	24619	7924
3026	24625	7915
3027	24632	7907
3028	24638	7898
3029	24646	7890
3030	24655	7882
3031	24662	7873
3032	24672	7866
3033	24681	7858
3034	24689	7850
3035	24698	7842
3036	24707	7834
3037	24715	7826
3038	24722	7817
3039	24730	7809
3040	24738	7801
3041	24744	7792
3042	24754	7784
3043	24767	7778
3044	24775	7770
3045	24782	7761
3046	24794	7755
3047	24806	7748
3048	24815	7740
3049	24825	7732
3050	24833	7724
3051	24840	7715
3052	24847	7707
3053	24855	7699
3054	24862	7690
3055	24874	7683
3056	24880	7675
3057	24887	7666
3058	24894	7657
3059	24900	7649
3060	24907	7640
3061	24913	7632
3062	24922	7623
3063	24928	7615
3064	24936	7606
3065	24945	7599
3066	24953	7591
3067	24960	7582
3068	24967	7574
3069	24975	7565
3070	24982	7557
3071	24990	7549
3072	24997	7540
3073	25005	7532
3074	25013	7524
3075	25021	7516
3076	25027	7507
3077	25035	7499
3078	25043	7491
3079	25051	7482
3080	25058	7474
3081	25067	7466
3082	25074	7458
3083	25081	7449
3084	25088	7441
3085	25094	7432
3086	25103	7424
3087	25111	7416
3088	25209	7434
3089	25290	7448
3090	25305	7441
3091	25320	7435
3092	25329	7427
3093	25342	7420
3094	25353	7413
3095	25362	7405
3096	25370	7397
3097	25377	7388
3098	25386	7380
3099	25394	7372
3100	25403	7364
3101	25410	7356
3102	25417	7347
3103	25424	7339
3104	25432	7330
3105	25440	7322
3106	25449	7314
3107	25456	7306
3108	25463	7297
3109	25472	7289
3110	25481	7281
3111	25489	7273
3112	25498	7265
3113	25506	7257
3114	25515	7249
3115	25523	7240
3116	25530	7232
3117	25536	7223
3118	25543	7214
3119	25550	7206
3120	25559	7198
3121	25566	7190
3122	25572	7181
3123	25580	7172
3124	25587	7164
3125	25593	7155
3126	25600	7147
3127	25608	7138
3128	25615	7130
3129	25621	7121
3130	25628	7113
3131	25634	7104
3132	25641	7095
3133	25648	7087
3134	25655	7078
3135	25663	7070
3136	25669	7061
3137	25677	7053
3138	25684	7045
3139	25691	7036
3140	25700	7028
3141	25707	7020
3142	25714	7011
3143	25720	7002
3144	25727	6994
3145	25734	6985
3146	25740	6977
3147	25748	6968
3148	25755	6960
3149	25761	6951
3150	25770	6943
3151	25779	6935
3152	25785	6926
3153	25792	6918
3154	25800	6910
3155	25809	6902
3156	25816	6893
3157	25825	6885
3158	25834	6877
3159	25845	6870
3160	25854	6862
3161	25864	6854
3162	25872	6846
3163	25881	6838
3164	25890	6830
3165	25897	6822
3166	25904	6813
3167	25910	6804
3168	25917	6796
3169	25925	6788
3170	25932	6779
3171	25939	6771
3172	25946	6762
3173	25953	6754
3174	25961	6745
3175	25967	6737
3176	25974	6728
3177	25982	6720
3178	25989	6711
3179	25996	6703
3180	26002	6694
3181	26008	6686
3182	26015	6677
3183	26023	6669
3184	26030	6660
3185	26040	6653
3186	26047	6644
3187	26053	6635
3188	26060	6627
3189	26066	6618
3190	26073	6610
3191	26080	6601
3192	26085	6592
3193	26092	6584
3194	26099	6575
3195	26107	6567
3196	26113	6559
3197	26119	6550
3198	26127	6542
3199	26134	6533
3200	26141	6525
3201	26149	6516
3202	26157	6508
3203	26165	6500
3204	26172	6492
3205	26182	6484
3206	26190	6476
3207	26199	6468
3208	26209	6460
3209	26218	6452
3210	26229	6445
3211	26238	6437
3212	26247	6429
3213	26259	6421
3214	26267	6413
3215	26277	6405
3216	26363	6416
3217	26448	6427
3218	26456	6418
3219	26466	6411
3220	26477	6403
3221	26485	6395
3222	26497	6387
3223	26507	6380
3224	26520	6373
3225	26531	6365
